Moves
""
e4 g6 d4 Bg7 f4 d5 e5 c5 c3 cxd4 cxd4 Nc6 Nf3 Bg4 Be2 e6 Nc3 Nge7 Be3 Nf5 Bf2 Qb6 Qd2 Bxf3 Bxf3 Ncxd4 O-O Nxf3+ gxf3 Qd8 Nb5 a6 Nd4 Nxd4 Qxd4 O-O Rac1 Rc8 Be3 Qa5 a3 b5 Rc5 Rxc5 Qxc5 Rd8 Rc1 Bf8 Qc7 Qxc7 Rxc7 d4 Bd2 b4 axb4 Rb8 Rc4 d3 Kf2 a5 bxa5 Rxb2 Ke3 Ra2 Rc8 Kg7 Kxd3 Ra3+ Ke2 Ra2 Rd8 Bb4 Ke3 Bxd2+ Rxd2 Rxa5 Ke4 Ra4+ Ke3 Ra3+ Ke4 Ra1 Rg2 Re1+ Kd3 Kh6 Kd2 Ra1 Ke3 Kh5 Kd4 Ra4+ Ke3 Kh4 Rc2 Ra7 Ke4 Kh3 Ke3 h5 Ke4 Ra4+ Ke3 Kh4 Rc7 Ra3+ Kf2 Ra2+ Kf1 Ra1+ Ke2 Ra2+ Ke3 Ra3+ Kd4 Ra4+ Ke3 Ra3+
""
e4 d6 d4 g6 Nc3 Bg7 Nf3 Nf6 Bc4 O-O Be3 b6 Qd2 Bb7 Bd3 Nbd7 Bh6 Re8 h4 Ng4 Bxg7 Kxg7 h5 e5 hxg6 hxg6 O-O-O Rh8 Rxh8 Kxh8 Rh1+ Kg7 Ng5 Ndf6 f3 Nh6 d5 Qe7 Ne6+ fxe6 Qxh6+ Kg8 Qh8+ Kf7 dxe6+ Kxe6 Bc4+ Kd7 Qh3+ Kd8 Qg3 c6 Qxg6 Kc7 g4 Rg8 Bxg8 d5 exd5 cxd5 Bxd5 Bxd5 Nxd5+ Nxd5 Rh7
""
e4 d6 d4 e6 c4 Be7 Nc3 c6 Bd3 Nd7 Nge2 Nf8 O-O Bd7 f4 h5 Be3 f6 d5 e5 fxe5 dxe5 h4 Qc8 Ng3 g6 c5 b6 d6 Bd8 cxb6 axb6 Qb3 Rb8 Bc4 Be6 Bxe6 Nxe6 Rad1 Qd7 a3 b5 a4 Bb6 Bxb6 Rxb6 axb5 Qa7 Qxe6+ Kf8 Rxf6+ Nxf6 Qxf6+ Kg8 Qxg6+ Kf8 Rf1+
""
e4 e5 Nf3 d6 d4 exd4 Nxd4 a6 a4 h6 Bc4 Nf6 Nc3 Be7 O-O Bg4 f3 Bd7 Be3 c5 Nf5 Bxf5 exf5 Nc6 Ne4 O-O Nxf6+ Bxf6 c3 Ne5 Ba2 Rb8 f4 Nc6 Re1 b5 axb5 axb5 Qd5 Ne7 Qd3 c4 Qc2 d5 Rad1 Qd7 Bc5 Rfe8 Bxe7 Rxe7 Rxe7 Bxe7 Bb1 Bc5+ Kh1 f6 Qd2 Rd8 Be4 d4 cxd4 Qxd4 Qxd4 Rxd4 Rxd4 Bxd4 b3 cxb3 Bd5+ Kf8 Bxb3 Ke7 g3 Kd6 Kg2 Kc5 Kf3 b4 Ke4 Bg1 h3 Bh2 g4 Bg1 h4 Bd4 g5 hxg5 fxg5 fxg5 hxg5 Bc3 Ba2 Kd6 Bb3 Ke7 Kd5 Bd2 g6 Kf6 Ke4 Bc3 Be6 Ba1 Bb3 Kg5
""
e4 g6 d4 Bg7 Nf3 d6 h3 b6 Bd3 Bb7 O-O Nd7 c3 Ngf6 Re1 O-O Bf4 Re8 Qd2 e5 dxe5 Nxe5 Bxe5 dxe5 Qe2 Nh5 g3 Bc8 Kh2 Qd7 Ng1 Bb7 Na3 Rad8 Rad1 Qe7 Bb5 c6 Ba4 a6 Bb3 b5 Nc2 c5 c4 Bc6 cxb5 axb5 a3 c4 Ba2 Rxd1 Rxd1 Rd8 Rxd8+ Qxd8 Nb4 Bb7 Bb1 Nf6 Nf3 Nd7 Qe3 Qc7 Qa7 Nc5 Nd5 Qd6 Nc3 f5 Nxb5 Qe7 Ng5 Qxg5 Qxc5 f4 g4 h5 Qc7 hxg4
