Moves
""
d4 c6 c4 d5 Nf3 Nf6 Bf4 Bf5 e3 e6 Be2 dxc4 Bxc4 Nbd7 Nbd2 Nb6 Bb3 Bd6 Bg3 O-O Ne5 Ne4 O-O Nxg3 hxg3 Bxe5 dxe5 Qg5 Nf3 Qh5 Qd4 Bg4 Rfd1 h6 Nh2 Bxd1 Rxd1 Rad8 Qxd8 Rxd8 Rxd8+ Kh7 Bc2+ g6 Rb8 Qxe5 Rxb7 Kg7 Rxa7 Qxb2 Bb3 Qc1+ Nf1 Nd5 e4 Nc3 f3 Ne2+ Kf2 Qc5+ Kxe2 Qxa7 Ne3 c5 g4 Qa6+ Bc4 Qa5 Kf2 Kf6 Ke2 Ke5 Bb3 Kf4 Nf1 Qb5+ Kf2 Qd3 g3+ Ke5 Bd1 c4 Be2 Qd4+ Kg2 c3 f4+ Kf6 Kf3 c2 g5+ hxg5 e5+ Ke7 fxg5 c1=Q
d4
e4 b6 d4 Bb7 Bd3 d6 Nf3 g6 O-O Bg7 c3 Nd7 Re1 c5 Be3 cxd4 cxd4 Ngf6 Nbd2 O-O d5 Nc5 Bc2 e6 dxe6 Nxe6 Bg5 Qc7 Rc1 Nc5 e5 dxe5 Nxe5 Nd5 Nec4 Nb4 Re7 Qc6 Be4 Nxe4 Nxe4 Nxa2 Rc2 Nb4 Rc1 Rad8 Qe1 Nd3 Ne5 Qxc1 Nxd3 Qxe1+ Nxe1 Bxe4 Rxe4 Rd1 f3 Bxb2 Kf1 Bc3 Re3 Ba5 Be7 Re8 Kf2 Rxe1 Rxe1 Bxe1+ Kxe1 Rxe7+ Kd2
""
e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Nc3 Nf6 Nf3 Nbd7 h3 e6 Bd3 Bxd3 Qxd3 Bd6 O-O O-O Bg5 Rc8 Ne4 Be7 Be3 Nxe4 Qxe4 Nf6 Qd3 h6 c3 a6 Ne5 Bd6 Bf4 Nd5 Bh2 Qc7 Rae1 f6 Nf3 Bxh2+ Nxh2 Rce8 Nf3 Qf4 Qe4 b5 a3 a5 Qg6 Qd6 h4 Nf4 Qe4 e5 dxe5 fxe5 Nxe5 Nd3 Qxd3 Qe7 Nf3 Qf6 Rxe8 Rxe8 Qd7 Re4 Qh3 h5 Ng5 Rg4 Re1 g6 Qf3 Qxf3 Nxf3 Kg7 Re6 Kf7 Rxc6 b4 cxb4 axb4 a4 Re4 Rc4 Rxc4 Ne5+ Ke6 Nxc4 Kd5 b3 Kc5 Kf1 Kd4 Ke2 Kc5 Kd3 Kd5 Nb6+ Kc5 Nc4 Kd5 f3 Kc6 Ne5+ Kb6 Nxg6 Ka5 Kc4 Ka6 Kxb4 Ka7 Nf4 Ka8
Nc3
e4 d5 exd5 Qxd5 Nc3 Qd8 g3 Nf6 Bg2 e5 d3 Bd6 Nf3 O-O O-O Re8 Re1 Be6 Bg5 h5 h4 Nbd7 Ne4 a6 c3 Bf5 Nfd2 Qc8 Rc1 Nc5 Nxc5 Bxc5 Bxf6 gxf6 Ne4 Bxe4 dxe4 Qg4 Bf3 Qxg3+ Bg2 Bxf2+ Kf1 Bxe1 Qxe1 Qxe1+ Rxe1 Rad8 Ke2 Kh7 Bh3 Rg8 Bf5+ Kh6 Rf1 Rg2+ Ke3 Rxb2 Bh3 Rd6 Rf5 Rxa2 c4 Ra3+
""
e4 c6 Nf3 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Ne5 Nf6 h4 e6 h5 Be4 d3 Bf5 Nxf5 exf5 Bg5 Be7 Qf3 Qa5+ c3 Qxe5+ Be2 Nbd7 O-O-O O-O-O d4 Qe4 Rhe1 Qxf3 Bxf3 Bd6 g3 h6 Bd2 Rhe8 a3 Ne4 Bg2 Nxf2 Rxe8 Rxe8 Rf1 Bxg3 Bh3 g6 Bxh6 Nxh3 hxg6 fxg6
""
e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Bd3 Bxe4 Bxe4 Nf6 Bd3 e6 Nf3 Be7 O-O Nbd7 Ne5 O-O c3 Rc8 Be3 Nd5 Nxd7 Qxd7 Bd2 a6 Qc2 h6 Be4 b5 b3 c5 Be3 Bf6 Rad1 Nxe3 fxe3 cxd4 exd4 Bg5 Kh1 f5 Bf3 Bf6 Qd3 Qc7 Rc1 e5 dxe5 Qxe5 Rfe1 Rxc3 Rxe5 Rxc1+ Bd1 Bxe5 g3 Bf6 Kg2 Rd8
""
e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 Qc7 Be3 Nc6 Bd3 Nf6 O-O Be7 f3 h5 Nxc6 dxc6 h3 b5 a3 h4 f4 Nh5 Qg4 Ng3 Qxg7 Rf8 Rfe1 c5 f5 c4 Be2 Bc5 Bxc5 Qxc5+ Kh2 Qe5 Kg1
""
d4 d5 c4 c6 cxd5 cxd5 Nc3 Nc6 Nf3 Nf6 Bg5 Bg4 Bxf6 Bxf3 exf3 exf6 Bb5 Bb4 Qe2+ Qe7 Qxe7+ Kxe7 Bxc6 bxc6 Rc1 Rhe8 O-O Kf8 a3 Bxc3 Rxc3 Rac8 Rfc1 Re6 Kf1 Ke7 b4 a6 Rc5 Kd7 f4 f5 Re1 Rxe1+ Kxe1 Rb8 Kd2 Rb5 Kd3 Rxc5 dxc5 Ke6 Kd4 f6 h4 h6 f3 g5 hxg5 fxg5 fxg5 hxg5 g3 f4 g4 Kf6 a4 Ke6 a5 Kf6 Kd3 Ke5 Kc3 Ke6 Kd4 Kf6 Kc3 Ke5 Kd3 d4 Kc4 d3 Kxd3 Kd5 Kc3 Ke5 Kc4 Kf6 Kd4 Ke6 Ke4 Kf6 Kd4 Ke6
""
d4 c6 Bf4 d5 e3 Bf5 g4 Bg6 h4 h6 h5 Bh7 f3 Nd7 Bg3 e6 Nc3 Bb4 Qd2 Qb6 a3 Be7 b4 a6 Na4 Qc7 Bxc7
""
